,father,mother,midparentHeight,childNum,female
739,67.0,65.5,68.87,3,1
740,67.0,65.5,68.87,4,1
741,67.0,65.5,68.87,5,1
742,67.0,65.5,68.87,1,0
743,67.0,65.5,68.87,2,0
744,67.0,65.5,68.87,3,1
745,67.0,65.5,68.87,4,1
746,67.0,65.0,68.6,1,0
747,67.0,65.0,68.6,2,1
748,67.0,65.0,68.6,3,1
749,67.5,65.0,68.85,1,0
750,67.5,65.0,68.85,2,0
751,67.5,65.0,68.85,3,1
752,67.5,65.0,68.85,4,1
753,67.5,65.0,68.85,5,1
754,67.5,65.0,68.85,6,1
755,67.5,65.0,68.85,7,1
756,67.5,65.0,68.85,8,1
757,67.5,65.0,68.85,9,1
758,67.5,65.0,68.85,10,1
759,67.5,65.0,68.85,11,1
760,67.0,64.0,68.06,1,0
761,67.0,64.0,68.06,2,0
762,67.0,64.0,68.06,3,0
763,67.0,64.0,68.06,4,0
764,67.0,63.5,67.78999999999999,1,0
765,67.0,63.5,67.78999999999999,2,0
766,67.0,63.5,67.78999999999999,3,0
767,67.0,63.5,67.78999999999999,4,0
768,67.0,63.5,67.78999999999999,5,0
769,67.0,63.5,67.78999999999999,6,0
770,67.0,63.5,67.78999999999999,7,0
771,67.0,63.5,67.78999999999999,8,1
772,67.0,63.0,67.52000000000001,1,0
773,67.0,63.0,67.52000000000001,2,0
774,67.0,63.0,67.52000000000001,3,1
775,67.5,62.0,67.23,1,0
776,67.5,62.0,67.23,2,0
777,67.5,62.0,67.23,3,0
778,67.5,62.0,67.23,4,0
779,67.5,62.0,67.23,5,1
780,67.0,61.0,66.44,1,0
781,66.0,67.0,69.18,1,0
782,66.0,67.0,69.18,2,0
783,66.0,67.0,69.18,3,0
784,66.0,67.0,69.18,4,0
785,66.0,67.0,69.18,5,0
786,66.0,67.0,69.18,6,1
787,66.0,67.0,69.18,7,1
788,66.0,67.0,69.18,8,1
789,66.0,67.0,69.18,1,0
790,66.0,67.0,69.18,2,0
791,66.0,67.0,69.18,3,0
792,66.0,67.0,69.18,4,1
793,66.0,67.0,69.18,5,1
794,66.0,67.0,69.18,6,1
795,66.0,67.0,69.18,7,1
796,66.0,67.0,69.18,8,1
797,66.0,67.0,69.18,9,1
798,66.0,66.0,68.64,1,0
799,66.0,66.0,68.64,2,0
800,66.0,66.0,68.64,3,1
801,66.0,66.0,68.64,4,1
802,66.0,66.0,68.64,5,1
803,66.0,66.0,68.64,1,0
804,66.0,66.0,68.64,2,0
805,66.0,66.0,68.64,3,1
806,66.0,66.0,68.64,4,1
807,66.0,66.0,68.64,5,1
808,66.0,66.0,68.64,6,1
809,66.5,65.0,68.35,1,0
810,66.5,65.0,68.35,2,0
811,66.5,65.0,68.35,3,0
812,66.5,65.0,68.35,4,0
813,66.5,65.0,68.35,5,1
814,66.5,65.0,68.35,6,1
815,66.5,65.0,68.35,7,1
816,66.5,65.0,68.35,8,1
817,66.0,65.5,68.37,1,0
818,66.0,65.5,68.37,2,0
819,66.0,65.5,68.37,3,0
820,66.0,65.5,68.37,4,1
821,66.0,65.5,68.37,5,1
822,66.0,63.0,67.02000000000001,1,0
823,66.0,63.5,67.28999999999999,1,1
824,66.0,63.5,67.28999999999999,2,1
825,66.5,63.0,67.27000000000001,1,0
826,66.5,63.0,67.27000000000001,2,0
827,66.5,63.0,67.27000000000001,3,0
828,66.5,63.0,67.27000000000001,4,1
829,66.5,63.0,67.27000000000001,5,1
830,66.5,63.0,67.27000000000001,6,1
831,66.5,62.5,67.0,1,0
832,66.5,62.5,67.0,2,0
833,66.5,62.5,67.0,3,1
834,66.5,62.5,67.0,4,1
835,66.5,62.5,67.0,5,1
836,66.5,62.5,67.0,6,1
837,66.5,62.5,67.0,7,1
838,66.0,61.5,66.21000000000001,1,0
839,66.0,60.0,65.4,1,0
840,66.0,60.0,65.4,2,0
841,66.0,60.0,65.4,3,0
842,66.0,60.0,65.4,4,1
843,66.0,60.0,65.4,1,0
844,66.0,59.0,64.86,1,0
845,66.0,59.0,64.86,2,0
846,66.0,59.0,64.86,3,0
847,66.0,59.0,64.86,4,0
848,66.0,59.0,64.86,5,0
849,66.0,59.0,64.86,6,0
850,66.0,59.0,64.86,7,0
851,66.0,59.0,64.86,8,1
852,66.0,59.0,64.86,9,1
853,66.0,59.0,64.86,10,1
854,66.0,59.0,64.86,11,1
855,66.0,59.0,64.86,12,1
856,66.0,59.0,64.86,13,1
857,66.0,59.0,64.86,14,1
858,66.0,59.0,64.86,15,1
859,65.0,67.0,68.68,1,0
860,65.0,67.0,68.68,2,0
861,65.0,67.0,68.68,3,0
862,65.0,67.0,68.68,4,1
863,65.0,67.0,68.68,1,1
864,65.0,66.0,68.14,1,0
865,65.0,66.0,68.14,2,1
866,65.0,66.0,68.14,3,1
867,65.0,66.0,68.14,4,1
868,65.0,66.0,68.14,1,0
869,65.0,66.0,68.14,2,0
870,65.0,66.0,68.14,3,0
871,65.0,66.0,68.14,4,1
872,65.0,66.0,68.14,5,1
873,65.0,65.0,67.6,1,0
874,65.0,65.0,67.6,2,0
875,65.0,65.0,67.6,3,0
876,65.0,65.0,67.6,4,1
877,65.0,65.0,67.6,5,1
878,65.0,65.0,67.6,6,1
879,65.0,65.0,67.6,7,1
880,65.0,65.0,67.6,8,1
881,65.0,65.0,67.6,9,1
882,65.0,65.5,67.87,1,0
883,65.0,65.5,67.87,2,1
884,65.0,65.0,67.6,1,0
885,65.0,65.0,67.6,2,0
886,65.0,65.0,67.6,3,0
887,65.0,65.0,67.6,4,0
888,65.0,65.0,67.6,5,1
889,65.0,65.0,67.6,6,1
890,65.0,64.0,67.06,1,0
891,65.0,64.0,67.06,2,0
892,65.0,64.0,67.06,3,1
893,65.0,64.0,67.06,4,1
894,65.0,64.0,67.06,5,1
895,65.0,64.0,67.06,6,1
896,65.0,63.0,66.52000000000001,1,0
897,65.0,63.0,66.52000000000001,2,1
898,65.0,63.0,66.52000000000001,1,0
899,65.0,63.0,66.52000000000001,2,0
900,65.0,63.0,66.52000000000001,3,1
901,65.5,63.0,66.77000000000001,1,0
902,65.5,63.0,66.77000000000001,2,0
903,65.5,63.0,66.77000000000001,3,0
904,65.5,63.0,66.77000000000001,4,1
905,65.5,60.0,65.15,1,0
906,65.5,60.0,65.15,2,0
907,65.5,60.0,65.15,3,0
908,65.5,60.0,65.15,4,0
909,65.5,60.0,65.15,5,1
910,64.0,64.0,66.56,1,0
911,64.0,64.0,66.56,2,0
912,64.0,64.0,66.56,3,1
913,64.0,64.0,66.56,4,1
914,64.0,64.0,66.56,5,1
915,64.0,64.0,66.56,6,1
916,64.0,64.0,66.56,7,1
917,64.0,64.0,66.56,1,0
918,64.0,64.0,66.56,2,0
919,64.0,64.0,66.56,3,1
920,64.0,64.0,66.56,4,1
921,64.0,64.0,66.56,5,1
922,64.0,64.0,66.56,6,1
923,64.0,64.0,66.56,7,1
924,64.0,63.0,66.02000000000001,1,0
925,64.0,60.0,64.4,1,0
926,64.0,60.0,64.4,2,1
927,63.0,63.5,65.78999999999999,1,1
928,63.0,63.5,65.78999999999999,2,1
929,62.0,66.0,66.64,1,0
930,62.0,66.0,66.64,2,1
931,62.0,66.0,66.64,3,1
932,62.5,63.0,65.27000000000001,1,0
933,62.5,63.0,65.27000000000001,2,1
